Time;Algorithm;Config;Midi;Voice;ID;High;Steps;Notes;Tonic;Minor;Range;Culminations;Decc_min;Decc_max;Decc_av;Maccr_min;Maccr_max;Maccr_av;Tonics;VI;VI#;VII;VII#;Smooth;Leaps;2leaps;3leaps;Leaped;Leaps_win;Leaped_win;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;1;10;1;11;11;2;1;12;1;0,7679;1,7546;2,3565;7,62;7,89;8,17;3;1;0;0;1;80%;20%;0%;0%;3,50;2;7;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;11;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;12;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;13;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;14;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;15;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;16;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;17;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;18;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;19;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;20;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:01;GenCA2;good-cp2;good-cp2;0;21;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:02;GenCA2;good-cp2;good-cp2;0;22;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;3,4439;3,6507;4,2825;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:30:02;GenCA2;good-cp2;good-cp2;0;23;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;5,70;5,70;5,70;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:30:02;GenCA2;good-cp2;good-cp2;0;24;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;4,1378;5,09;5,69;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:30:02;GenCA2;good-cp2;good-cp2;1;25;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;5,60;5,60;5,60;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:30:02;GenCA2;good-cp2;good-cp2;1;26;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;3,5663;3,5663;3,5663;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:30:02;GenCA2;good-cp2;good-cp2;1;27;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;3,6990;3,8947;4,4820;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;1;1;9;9;3;0;9;1;1,7715;2,1452;2,5701;0;0;0;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;2;1;11;11;0;0;9;1;1,6743;1,9438;2,3157;3,5082;3,6431;3,7780;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;3;0;10;10;9;1;7;1;1,4871;1,6430;1,7774;2,2730;2,2730;2,2730;2;0;0;0;0;67%;33%;0%;0%;3,00;3;9;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;4;0;11;11;9;1;7;1;1,4176;1,7475;1,9910;2,4170;2,4997;2,5825;3;0;0;0;0;70%;30%;0%;0%;3,33;3;10;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;5;0;9;9;3;0;9;1;1,7715;2,1452;2,5701;1,8214;2,3969;2,6225;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;6;0;9;9;0;1;12;1;2,3672;3,2233;4,9011;2,9541;3,1040;3,3565;3;1;0;1;0;50%;50%;0%;0%;5,00;4;20;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;7;1;9;9;0;1;12;1;1,9937;3,0170;4,9011;5,75;5,85;5,94;3;1;0;1;0;50%;50%;0%;0%;4,50;4;18;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;8;1;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;9;0;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;10;1;11;11;2;1;12;1;0,7679;1,7546;2,3565;7,62;7,89;8,17;3;1;0;0;1;80%;20%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;11;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;12;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;13;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;14;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;15;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;16;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;17;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;18;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;19;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;20;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;21;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;22;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;2,6531;2,9338;3,5350;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;23;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;5,42;5,42;5,42;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;0;24;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;6,64;6,67;6,75;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;25;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,5578;4,9271;5,67;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;26;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;6,83;6,83;6,83;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:30:22;GenCA2;good-cp2;good-cp2;1;27;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,2150;5,34;6,15;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;1;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;2;1;11;11;0;0;9;1;1,6743;1,9438;2,3157;3,5082;3,6431;3,7780;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;3;0;10;10;9;1;7;1;1,4871;1,6430;1,7774;2,2730;2,2730;2,2730;2;0;0;0;0;67%;33%;0%;0%;3,00;3;9;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;4;0;11;11;9;1;7;1;1,4176;1,7475;1,9910;2,4170;2,4997;2,5825;3;0;0;0;0;70%;30%;0%;0%;3,33;3;10;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;5;0;9;9;3;0;9;1;1,7715;2,1452;2,5701;1,8214;2,3969;2,6225;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;6;1;9;9;3;0;9;1;1,7715;2,1452;2,5701;2,9541;3,1040;3,3565;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;7;0;9;9;0;1;12;1;2,3672;3,2233;4,9011;4,5459;4,9070;5,99;3;1;0;1;0;50%;50%;0%;0%;5,00;4;20;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;8;1;9;9;0;1;12;1;1,9937;3,0170;4,9011;5,75;5,85;5,94;3;1;0;1;0;50%;50%;0%;0%;4,50;4;18;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;9;1;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;10;0;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;11;1;11;11;2;1;12;1;0,7679;1,7546;2,3565;7,62;7,89;8,17;3;1;0;0;1;80%;20%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;12;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;13;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;14;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;15;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;16;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;17;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;18;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;19;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;20;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;21;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;22;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;2,6531;2,9338;3,5350;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;23;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;5,42;5,42;5,42;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;0;24;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;6,64;6,67;6,75;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;25;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,5578;4,9271;5,67;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;26;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;6,83;6,83;6,83;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:34:58;GenCA2;good-cp2;good-cp2;1;27;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,2150;5,34;6,15;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:36:17;GenCA2;good-cp2;good-cp2;0;1;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:36:17;GenCA2;good-cp2;good-cp2;1;2;1;11;11;0;0;9;1;1,6743;1,9438;2,3157;3,5082;3,6431;3,7780;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:17;GenCA2;good-cp2;good-cp2;0;3;0;10;10;9;1;7;1;1,4871;1,6430;1,7774;2,2730;2,2730;2,2730;2;0;0;0;0;67%;33%;0%;0%;3,00;3;9;
2017-10-22 13:36:17;GenCA2;good-cp2;good-cp2;0;4;0;11;11;9;1;7;1;1,4176;1,7475;1,9910;2,4170;2,4997;2,5825;3;0;0;0;0;70%;30%;0%;0%;3,33;3;10;
2017-10-22 13:36:17;GenCA2;good-cp2;good-cp2;0;5;0;9;9;3;0;9;1;1,7715;2,1452;2,5701;1,8214;2,3969;2,6225;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:36:18;GenCA2;good-cp2;good-cp2;1;6;1;9;9;3;0;9;1;1,7715;2,1452;2,5701;2,9541;3,1040;3,3565;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:36:18;GenCA2;good-cp2;good-cp2;0;7;0;9;9;0;1;12;1;2,3672;3,2233;4,9011;4,5459;4,9070;5,99;3;1;0;1;0;50%;50%;0%;0%;5,00;4;20;
2017-10-22 13:36:18;GenCA2;good-cp2;good-cp2;1;8;1;9;9;0;1;12;1;1,9937;3,0170;4,9011;5,75;5,85;5,94;3;1;0;1;0;50%;50%;0%;0%;4,50;4;18;
2017-10-22 13:36:21;GenCA2;good-cp2;good-cp2;1;9;1;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:21;GenCA2;good-cp2;good-cp2;0;10;0;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:21;GenCA2;good-cp2;good-cp2;1;11;1;11;11;2;1;12;1;0,7679;1,7546;2,3565;7,62;7,89;8,17;3;1;0;0;1;80%;20%;0%;0%;3,50;2;7;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;12;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;13;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;14;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;15;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;16;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;17;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;18;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;19;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;20;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;21;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;22;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;2,6531;2,9338;3,5350;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:36:22;GenCA2;good-cp2;good-cp2;0;23;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;5,42;5,42;5,42;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:36:23;GenCA2;good-cp2;good-cp2;0;24;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;6,64;6,67;6,75;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:36:23;GenCA2;good-cp2;good-cp2;1;25;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,5578;4,9271;5,67;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:36:23;GenCA2;good-cp2;good-cp2;1;26;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;6,83;6,83;6,83;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:36:23;GenCA2;good-cp2;good-cp2;1;27;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,2150;5,34;6,15;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:37:43;GenCA2;good-cp2;good-cp2;0;1;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:40:37;GenCA2;good-cp2;good-cp2;1;2;1;11;11;0;0;9;1;1,6743;1,9438;2,3157;3,5082;3,6431;3,7780;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:37;GenCA2;good-cp2;good-cp2;0;3;0;10;10;9;1;7;1;1,4871;1,6430;1,7774;2,2730;2,2730;2,2730;2;0;0;0;0;67%;33%;0%;0%;3,00;3;9;
2017-10-22 13:40:37;GenCA2;good-cp2;good-cp2;0;4;0;11;11;9;1;7;1;1,4176;1,7475;1,9910;2,4170;2,4997;2,5825;3;0;0;0;0;70%;30%;0%;0%;3,33;3;10;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;5;0;9;9;3;0;9;1;1,7715;2,1452;2,5701;1,8214;2,3969;2,6225;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;1;6;1;9;9;3;0;9;1;1,7715;2,1452;2,5701;2,9541;3,1040;3,3565;2;0;1;0;0;75%;25%;0%;0%;3,00;2;6;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;7;0;9;9;0;1;12;1;2,3672;3,2233;4,9011;4,5459;4,9070;5,99;3;1;0;1;0;50%;50%;0%;0%;5,00;4;20;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;1;8;1;9;9;0;1;12;1;1,9937;3,0170;4,9011;5,75;5,85;5,94;3;1;0;1;0;50%;50%;0%;0%;4,50;4;18;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;1;9;1;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;10;0;11;11;2;0;10;1;0,9107;1,9706;2,3859;4,9515;5,16;5,37;3;0;1;0;1;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;1;11;1;11;11;2;1;12;1;0,7679;1,7546;2,3565;7,62;7,89;8,17;3;1;0;0;1;80%;20%;0%;0%;3,50;2;7;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;12;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;13;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;14;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;15;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:38;GenCA2;good-cp2;good-cp2;0;16;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;17;0;11;11;0;0;9;1;1,7715;1,9303;2,1014;3,7576;3,8291;3,9005;2;0;1;0;0;80%;20%;0%;0%;3,00;2;6;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;18;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;19;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;20;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;21;0;10;10;0;1;8;1;1,8145;2,0426;2,2815;3,2787;3,2787;3,2787;2;1;0;0;0;78%;22%;0%;0%;3,50;2;7;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;22;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;2,6531;2,9338;3,5350;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;23;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;5,42;5,42;5,42;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;0;24;0;9;9;0;1;8;1;1,5730;2,0960;3,2671;6,64;6,67;6,75;2;1;0;0;0;75%;25%;0%;0%;4,00;2;8;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;1;25;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,5578;4,9271;5,67;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;1;26;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;6,83;6,83;6,83;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:40:39;GenCA2;good-cp2;good-cp2;1;27;1;9;9;0;1;12;1;1,5730;1,9570;2,1410;4,2150;5,34;6,15;2;1;0;1;0;75%;25%;0%;0%;3,50;2;7;
2017-10-22 13:42:59;GenCA2;good-cp2;good-cp2;0;1;0;11;11;2;1;14;1;1,6303;2,7534;3,4427;6,61;6,95;7,30;3;1;0;0;0;60%;40%;0%;0%;4,25;4;17;
